time,open,high,low,close,Volume
1348520400,1.29308,1.29708,1.28867,1.29014,NaN
1348606800,1.29009,1.2913,1.28355,1.28736,NaN
1348693200,1.28726,1.29284,1.28294,1.29129,NaN
1348779600,1.2913,1.29598,1.28388,1.28521,NaN
1349035200,1.28473,1.29387,1.28038,1.28883,NaN
1349125200,1.28885,1.29679,1.28804,1.29195,NaN
1349211600,1.29196,1.29371,1.28776,1.29053,NaN
1349298000,1.29049,1.30314,1.29016,1.3018,NaN
1349384400,1.30177,1.30716,1.29942,1.30282,NaN
1349640000,1.30266,1.3027,1.29379,1.29682,NaN
1349730000,1.29679,1.29909,1.28592,1.28849,NaN
1349816400,1.28852,1.29133,1.28355,1.28751,NaN
1349902800,1.28741,1.29514,1.28257,1.29278,NaN
1349989200,1.29268,1.29917,1.29225,1.29557,NaN
1350244800,1.29469,1.29789,1.28911,1.29486,NaN
1350334800,1.29482,1.30609,1.29429,1.30533,NaN
1350421200,1.30537,1.31393,1.3053,1.3119,NaN
1350507600,1.31187,1.31289,1.30558,1.30666,NaN
1350594000,1.30668,1.3077,1.30133,1.30207,NaN
1350849600,1.30214,1.30834,1.30159,1.30596,NaN
1350939600,1.30594,1.30756,1.29523,1.29865,NaN
1351026000,1.29863,1.29969,1.29204,1.29733,NaN
1351112400,1.29734,1.30233,1.29273,1.29339,NaN
1351198800,1.29338,1.29564,1.2883,1.29351,NaN
1351458000,1.29419,1.29461,1.28855,1.2903,NaN
1351548000,1.29029,1.29835,1.28861,1.29628,NaN
1351634400,1.29629,1.30207,1.29467,1.29569,NaN
1351720800,1.2957,1.29828,1.29248,1.29435,NaN
1351807200,1.29434,1.2951,1.28215,1.28352,NaN
1352062800,1.28212,1.28427,1.27677,1.27961,NaN
1352152800,1.27963,1.28266,1.27637,1.2814,NaN
1352239200,1.2814,1.28763,1.27367,1.27714,NaN
1352325600,1.27712,1.27809,1.27174,1.27468,NaN
1352412000,1.27464,1.27903,1.26902,1.27102,NaN
1352667600,1.27115,1.27393,1.26977,1.27094,NaN
1352757600,1.27092,1.27284,1.26615,1.27044,NaN
1352844000,1.27036,1.27781,1.27007,1.2735,NaN
1352930400,1.27354,1.2802,1.27175,1.2781,NaN
1353016800,1.27806,1.27855,1.26907,1.27372,NaN
1353272400,1.27414,1.28199,1.27404,1.28134,NaN
1353362400,1.28132,1.28295,1.27652,1.28169,NaN
1353448800,1.28178,1.28336,1.27363,1.28293,NaN
1353535200,1.28293,1.2899,1.28244,1.28838,NaN
1353621600,1.28838,1.29912,1.28685,1.2977,NaN
1353877200,1.29623,1.29845,1.29443,1.29719,NaN
1353967200,1.29719,1.30088,1.29157,1.29427,NaN
1354053600,1.29428,1.29548,1.28803,1.29527,NaN
1354140000,1.29522,1.30143,1.29389,1.29787,NaN
1354226400,1.29781,1.30275,1.29686,1.30046,NaN
1354482000,1.29775,1.30758,1.29764,1.30535,NaN
1354572000,1.30535,1.31084,1.3046,1.30945,NaN
1354658400,1.30948,1.31266,1.30603,1.30681,NaN
1354744800,1.30674,1.30867,1.29507,1.2968,NaN
1354831200,1.29678,1.29729,1.28768,1.29303,NaN
1355086800,1.28877,1.29466,1.2886,1.29406,NaN
1355176800,1.29414,1.30152,1.2929,1.30057,NaN
1355263200,1.30054,1.30971,1.29958,1.30737,NaN
1355349600,1.30735,1.31004,1.30411,1.30771,NaN
1355436000,1.30774,1.31733,1.30663,1.31562,NaN
1355691600,1.31727,1.31889,1.31444,1.31643,NaN
1355781600,1.31641,1.32383,1.31555,1.32285,NaN
1355868000,1.32289,1.33082,1.32232,1.32266,NaN
1355954400,1.32267,1.32953,1.31885,1.32441,NaN
1356040800,1.32443,1.32526,1.31588,1.31832,NaN
1356296400,1.3173,1.32337,1.31715,1.31883,NaN
1356559200,1.32214,1.32841,1.32016,1.32373,NaN
1356645600,1.32374,1.32567,1.31662,1.32162,NaN
1356901200,1.32112,1.32347,1.31723,1.3194,NaN
1357077600,1.32069,1.32998,1.31573,1.31861,NaN
1357164000,1.3186,1.31909,1.30469,1.30488,NaN
1357250400,1.30489,1.30898,1.29977,1.3081,NaN
1357506000,1.30828,1.31196,1.30169,1.31166,NaN
1357596000,1.31166,1.314,1.30565,1.30814,NaN
1357682400,1.30816,1.30958,1.30369,1.30647,NaN
1357768800,1.30641,1.32735,1.3039,1.32717,NaN
1357855200,1.3272,1.33659,1.32486,1.33365,NaN
1358110800,1.3358,1.34038,1.33363,1.3382,NaN
1358200800,1.33819,1.33938,1.32663,1.3305,NaN
1358287200,1.33055,1.33248,1.3257,1.3289,NaN
1358373600,1.32888,1.33876,1.32701,1.3376,NaN
1358460000,1.33735,1.33983,1.32806,1.33209,NaN
1358715600,1.3309,1.33323,1.33003,1.33136,NaN
1358805600,1.33134,1.33716,1.32672,1.33227,NaN
1358892000,1.33234,1.33542,1.32654,1.3318,NaN
1358978400,1.33181,1.33923,1.32866,1.33772,NaN
1359064800,1.33777,1.34789,1.33499,1.34599,NaN
1359320400,1.34565,1.3477,1.34247,1.34555,NaN
1359410400,1.34554,1.34973,1.34149,1.34917,NaN
1359496800,1.34916,1.35879,1.34822,1.35675,NaN
1359583200,1.35674,1.35939,1.35414,1.35782,NaN
1359669600,1.35772,1.37109,1.35727,1.36553,NaN
1359925200,1.3644,1.36598,1.35058,1.35135,NaN
1360015200,1.35141,1.35972,1.34587,1.35831,NaN
1360101600,1.35828,1.35961,1.3494,1.35226,NaN
1360188000,1.35222,1.35774,1.33711,1.33983,NaN
1360274400,1.33982,1.34291,1.33541,1.33662,NaN
1360530000,1.3357,1.34273,1.33552,1.3406,NaN
1360620000,1.34066,1.34752,1.33645,1.34538,NaN
1360706400,1.34546,1.35199,1.34267,1.34518,NaN
1360792800,1.34516,1.34558,1.33155,1.3363,NaN
1360879200,1.33632,1.33934,1.33067,1.33622,NaN
1361134800,1.33489,1.33792,1.33221,1.33512,NaN
1361224800,1.3351,1.33957,1.33295,1.33882,NaN
1361311200,1.33883,1.34342,1.32713,1.32819,NaN
1361397600,1.32839,1.32899,1.31615,1.31897,NaN
1361484000,1.31896,1.32455,1.31445,1.31874,NaN
1361739600,1.32145,1.33181,1.30479,1.30624,NaN
1361829600,1.30634,1.31219,1.3019,1.30615,NaN
1361916000,1.3061,1.3147,1.30417,1.31384,NaN
1362002400,1.31389,1.3162,1.30533,1.30566,NaN
1362088800,1.30568,1.3101,1.29669,1.30217,NaN
1362344400,1.30159,1.30319,1.2983,1.3026,NaN
1362434400,1.30257,1.30751,1.30097,1.30512,NaN
1362520800,1.3051,1.30707,1.29653,1.29669,NaN
1362607200,1.2967,1.31179,1.29663,1.31065,NaN
1362693600,1.3107,1.31343,1.29557,1.29983,NaN
1362949200,1.29869,1.30538,1.29796,1.30462,NaN
1363039200,1.30458,1.30745,1.29915,1.30282,NaN
1363125600,1.30283,1.30647,1.29234,1.29608,NaN
1363212000,1.29608,1.30319,1.29112,1.30035,NaN
1363298400,1.30029,1.3107,1.29994,1.30753,NaN
1363554000,1.29091,1.29957,1.28821,1.29585,NaN
1363644000,1.29587,1.29699,1.28444,1.28677,NaN
1363730400,1.28674,1.29779,1.28572,1.29446,NaN
1363816800,1.29444,1.29549,1.28805,1.28949,NaN
1363903200,1.28951,1.30099,1.28885,1.29894,NaN
1364158800,1.29477,1.30486,1.28298,1.28485,NaN
1364248800,1.28496,1.28896,1.28286,1.28565,NaN
1364335200,1.28568,1.28673,1.27513,1.27775,NaN
1364421600,1.27785,1.28446,1.27556,1.28152,NaN
1364508000,1.28151,1.28372,1.27934,1.28064,NaN
1364760000,1.28058,1.28679,1.27715,1.28486,NaN
1364850000,1.28476,1.28779,1.28093,1.28196,NaN
1364936400,1.28213,1.2864,1.27894,1.28491,NaN
1365022800,1.28499,1.29488,1.27461,1.29361,NaN
1365109200,1.29362,1.30394,1.29003,1.30093,NaN
1365364800,1.29731,1.30374,1.29665,1.30081,NaN
1365454800,1.30082,1.31033,1.30048,1.30824,NaN
1365541200,1.30828,1.3122,1.3053,1.30701,NaN
1365627600,1.307,1.31381,1.30438,1.31011,NaN
1365714000,1.30992,1.31265,1.30368,1.31027,NaN
1365969600,1.31081,1.3119,1.30218,1.30348,NaN
1366059600,1.3035,1.3202,1.30282,1.31773,NaN
1366146000,1.31772,1.31996,1.30016,1.3032,NaN
1366232400,1.30316,1.30962,1.30211,1.30509,NaN
1366318800,1.30506,1.31283,1.30461,1.30593,NaN
1366574400,1.30836,1.30843,1.30155,1.30665,NaN
1366664400,1.30661,1.30839,1.29734,1.30004,NaN
1366750800,1.29952,1.30344,1.29546,1.30164,NaN
1366837200,1.30151,1.3093,1.29898,1.30111,NaN
1366923600,1.30111,1.30476,1.29915,1.30338,NaN
1367179200,1.30412,1.3116,1.30316,1.30989,NaN
1367269200,1.30992,1.31862,1.3055,1.3168,NaN
1367355600,1.31675,1.32422,1.31572,1.31796,NaN
1367442000,1.31796,1.32183,1.3037,1.30649,NaN
1367528400,1.30649,1.3159,1.30337,1.31174,NaN
1367784000,1.3115,1.31411,1.3054,1.30763,NaN
1367874000,1.30762,1.31321,1.30678,1.30787,NaN
1367960400,1.30786,1.31938,1.30722,1.31526,NaN
1368046800,1.31525,1.31771,1.30106,1.30425,NaN
1368133200,1.30428,1.3051,1.29361,1.29848,NaN
1368388800,1.29666,1.29989,1.2941,1.29754,NaN
1368478800,1.29753,1.30287,1.29124,1.29205,NaN
1368565200,1.2921,1.29424,1.28435,1.28866,NaN
1368651600,1.28865,1.29296,1.28462,1.28826,NaN
1368738000,1.28817,1.28898,1.27971,1.28269,NaN
1368993600,1.28327,1.29016,1.28195,1.28825,NaN
1369083600,1.28827,1.29333,1.28416,1.29067,NaN
1369170000,1.29067,1.29975,1.28339,1.2858,NaN
1369256400,1.2858,1.29563,1.28222,1.29338,NaN
1369342800,1.29339,1.2993,1.29045,1.29352,NaN
1369598400,1.29348,1.29487,1.29155,1.29313,NaN
1369688400,1.29313,1.29494,1.28495,1.28561,NaN
1369774800,1.28564,1.29756,1.28381,1.29396,NaN
1369861200,1.2941,1.3061,1.29341,1.30495,NaN
1369947600,1.30494,1.3059,1.29449,1.29966,NaN
1370203200,1.29909,1.31073,1.29559,1.30758,NaN
1370293200,1.30758,1.3101,1.30426,1.30807,NaN
1370379600,1.30808,1.31157,1.30531,1.30932,NaN
1370466000,1.30937,1.33063,1.30757,1.32463,NaN
1370552400,1.32457,1.32839,1.31923,1.32183,NaN
1370808000,1.31975,1.32686,1.31772,1.3257,NaN
1370898000,1.32566,1.33173,1.32329,1.33127,NaN
1370984400,1.33127,1.33589,1.32662,1.3336,NaN
1371070800,1.33362,1.33896,1.32791,1.33749,NaN
1371157200,1.33743,1.33755,1.3295,1.33467,NaN
1371412800,1.33446,1.33813,1.33185,1.33671,NaN
1371502800,1.33669,1.34162,1.33265,1.33922,NaN
1371589200,1.33924,1.34158,1.32627,1.32952,NaN
1371675600,1.32954,1.33033,1.3162,1.32196,NaN
1371762000,1.32197,1.32538,1.30991,1.31238,NaN
1372017600,1.3095,1.31436,1.30598,1.31205,NaN
1372107600,1.31205,1.31508,1.30656,1.30801,NaN
1372194000,1.30807,1.30876,1.29854,1.30121,NaN
1372280400,1.30118,1.30559,1.30007,1.30394,NaN
1372366800,1.30385,1.31031,1.29914,1.30156,NaN
1372622400,1.30055,1.30665,1.30055,1.30637,NaN
1372712400,1.30637,1.30785,1.29639,1.29791,NaN
1372798800,1.29795,1.3032,1.29228,1.30102,NaN
1372885200,1.301,1.30233,1.28833,1.29135,NaN
1372971600,1.29134,1.29177,1.28064,1.28296,NaN
1373227200,1.28146,1.28818,1.28107,1.28716,NaN
1373317200,1.28716,1.2898,1.27564,1.27808,NaN
1373403600,1.27815,1.29842,1.27645,1.29778,NaN
1373490000,1.29764,1.32066,1.29626,1.30971,NaN
1373576400,1.30971,1.30999,1.2999,1.30678,NaN
1373832000,1.30735,1.3085,1.29934,1.30622,NaN
1373922000,1.30624,1.3174,1.30511,1.31621,NaN
1374008400,1.3162,1.31791,1.30837,1.31251,NaN
1374094800,1.3125,1.31274,1.30673,1.31089,NaN
1374181200,1.31091,1.31541,1.30891,1.31441,NaN
1374436800,1.31387,1.32179,1.31362,1.31859,NaN
1374526800,1.3186,1.32385,1.31637,1.32222,NaN
1374613200,1.32222,1.3256,1.31769,1.32007,NaN
1374699600,1.31998,1.32955,1.31661,1.32774,NaN
1374786000,1.32773,1.32969,1.3253,1.32822,NaN
1375041600,1.32874,1.32952,1.32391,1.32615,NaN
1375131600,1.32616,1.33015,1.32349,1.32617,NaN
1375218000,1.32619,1.33444,1.32114,1.33034,NaN
1375304400,1.33029,1.33112,1.3194,1.32064,NaN
1375390800,1.32064,1.32945,1.31881,1.32845,NaN
1375646400,1.32791,1.3301,1.32327,1.32578,NaN
1375736400,1.32577,1.33231,1.32465,1.33044,NaN
1375822800,1.33046,1.33452,1.3266,1.3335,NaN
1375909200,1.33355,1.34002,1.33283,1.33807,NaN
1375995600,1.33809,1.33904,1.33332,1.33448,NaN
1376251200,1.33375,1.33443,1.32778,1.33006,NaN
1376341200,1.33007,1.33173,1.3234,1.32629,NaN
1376427600,1.32635,1.32803,1.32394,1.32556,NaN
1376514000,1.32558,1.33627,1.3206,1.33477,NaN
1376600400,1.33477,1.33797,1.33113,1.33336,NaN
1376856000,1.33286,1.33744,1.33154,1.33352,NaN
1376946000,1.33359,1.34518,1.33232,1.34173,NaN
1377032400,1.34175,1.34274,1.33358,1.33559,NaN
1377118800,1.33552,1.33731,1.32987,1.3356,NaN
1377205200,1.33565,1.34096,1.33339,1.33853,NaN
1377460800,1.33856,1.33945,1.33569,1.33694,NaN
1377550800,1.33678,1.33987,1.33229,1.33927,NaN
1377637200,1.33923,1.33977,1.33052,1.33391,NaN
1377723600,1.33393,1.3343,1.32196,1.32415,NaN
1377810000,1.32415,1.32546,1.31741,1.32164,NaN
1378065600,1.32184,1.32269,1.31841,1.31925,NaN
1378155600,1.31927,1.31972,1.31388,1.3171,NaN
1378242000,1.31707,1.32178,1.31574,1.3207,NaN
1378328400,1.32071,1.32235,1.31109,1.31203,NaN
1378414800,1.31206,1.31884,1.31051,1.31751,NaN
1378670400,1.31669,1.32807,1.31597,1.32547,NaN
1378760400,1.32542,1.32763,1.32306,1.32684,NaN
1378846800,1.32684,1.33244,1.32435,1.3311,NaN
1378933200,1.33108,1.33246,1.32574,1.32988,NaN
1379019600,1.32984,1.33216,1.32544,1.33025,NaN
1379275200,1.33041,1.33854,1.33032,1.33343,NaN
1379365200,1.33331,1.33693,1.33256,1.33583,NaN
1379451600,1.33581,1.35424,1.33386,1.35214,NaN
1379538000,1.3521,1.35688,1.35013,1.35301,NaN
1379624400,1.35301,1.35485,1.34984,1.35229,NaN
1379880000,1.35496,1.35539,1.34791,1.34927,NaN
1379970000,1.34928,1.35189,1.34646,1.34738,NaN
1380056400,1.34736,1.3537,1.3462,1.35266,NaN
1380142800,1.35267,1.35327,1.34726,1.34885,NaN
1380229200,1.34877,1.35645,1.34746,1.35217,NaN
1380484800,1.34838,1.35558,1.3478,1.35257,NaN
1380574800,1.35266,1.35878,1.35172,1.35261,NaN
1380661200,1.35256,1.36071,1.35057,1.3579,NaN
1380747600,1.35795,1.36458,1.35777,1.36186,NaN
1380834000,1.36185,1.36322,1.3539,1.35535,NaN
1381089600,1.35655,1.3591,1.35427,1.35807,NaN
1381179600,1.35808,1.36071,1.35574,1.35732,NaN
1381266000,1.35729,1.36049,1.34861,1.35238,NaN
1381352400,1.35237,1.35457,1.34874,1.35197,NaN
1381438800,1.35196,1.35817,1.35184,1.35513,NaN
1381694400,1.35638,1.35976,1.35457,1.35614,NaN
1381784400,1.35613,1.35715,1.348,1.35242,NaN
1381870800,1.35239,1.35675,1.34732,1.35332,NaN
1381957200,1.35339,1.36818,1.35156,1.3675,NaN
1382043600,1.3675,1.3704,1.36594,1.36845,NaN
1382299200,1.36839,1.3689,1.36514,1.36813,NaN
1382389200,1.36802,1.37919,1.36628,1.37814,NaN
1382475600,1.37814,1.3793,1.37419,1.37762,NaN
1382562000,1.3776,1.38252,1.3765,1.38016,NaN
1382648400,1.38015,1.38318,1.37749,1.38076,NaN
1382907600,1.38073,1.38175,1.37752,1.37862,NaN
1382997600,1.37863,1.38134,1.37365,1.37465,NaN
1383084000,1.37468,1.3785,1.36959,1.37373,NaN
1383170400,1.37371,1.3739,1.35758,1.35883,NaN
1383256800,1.3588,1.35897,1.34803,1.34864,NaN
1383512400,1.34885,1.35243,1.34426,1.35144,NaN
1383602400,1.35145,1.35226,1.34489,1.34736,NaN
1383688800,1.34739,1.35475,1.34675,1.35129,NaN
1383775200,1.35128,1.35291,1.32952,1.34191,NaN
1383861600,1.34187,1.34382,1.33182,1.33592,NaN
1384117200,1.33531,1.34161,1.3345,1.34067,NaN
1384207200,1.34068,1.3456,1.33589,1.34355,NaN
1384293600,1.34352,1.3496,1.33906,1.34864,NaN
1384380000,1.34863,1.34978,1.34188,1.34595,NaN
1384466400,1.34623,1.35059,1.34326,1.34906,NaN
1384722000,1.34924,1.35416,1.34746,1.35056,NaN
1384812000,1.35057,1.35471,1.34881,1.35387,NaN
1384898400,1.35382,1.35774,1.34155,1.3438,NaN
1384984800,1.34381,1.34865,1.33997,1.34822,NaN
1385071200,1.34821,1.35533,1.34623,1.35492,NaN
1385326800,1.35507,1.35605,1.34906,1.35164,NaN
1385416800,1.35162,1.35748,1.35143,1.35729,NaN
1385503200,1.35717,1.36127,1.35579,1.35792,NaN
1385589600,1.35788,1.36186,1.35636,1.3606,NaN
1385676000,1.36047,1.36216,1.35814,1.35849,NaN
1385931600,1.35816,1.36157,1.35263,1.35415,NaN
1386021600,1.35416,1.36137,1.35249,1.35891,NaN
1386108000,1.35884,1.36052,1.35288,1.35935,NaN
1386194400,1.3593,1.36771,1.35433,1.36676,NaN
1386280800,1.36672,1.37067,1.36207,1.37025,NaN
1386536400,1.37163,1.37459,1.36947,1.37391,NaN
1386626400,1.37383,1.37947,1.3734,1.37608,NaN
1386712800,1.37607,1.38107,1.3741,1.37861,NaN
1386799200,1.37859,1.3803,1.3738,1.37533,NaN
1386885600,1.37537,1.37693,1.37094,1.3737,NaN
1387141200,1.37319,1.37984,1.37271,1.3761,NaN
1387231200,1.37607,1.37821,1.37235,1.37678,NaN
1387317600,1.37678,1.38113,1.36748,1.36849,NaN
1387404000,1.36855,1.36942,1.36494,1.36614,NaN
1387490400,1.36613,1.37092,1.36254,1.36811,NaN
1387746000,1.36758,1.37167,1.36676,1.36958,NaN
1387836000,1.36961,1.37085,1.36553,1.36793,NaN
1388008800,1.36894,1.36994,1.36801,1.3691,NaN
1388095200,1.36908,1.38932,1.3687,1.37408,NaN
1388350800,1.37525,1.38188,1.37283,1.38037,NaN
1388440800,1.38009,1.38123,1.37446,1.37587,NaN
1388613600,1.37624,1.37759,1.363,1.3672,NaN
1388700000,1.36717,1.36733,1.35829,1.3583,NaN
1388955600,1.35939,1.36527,1.35715,1.36304,NaN
1389045600,1.363,1.36567,1.3597,1.36158,NaN
1389132000,1.36161,1.36349,1.35539,1.35758,NaN
1389218400,1.35753,1.36332,1.35489,1.36091,NaN
1389304800,1.3609,1.36871,1.35719,1.36646,NaN
1389560400,1.36776,1.36846,1.36377,1.36702,NaN
1389650400,1.36709,1.36994,1.36494,1.368,NaN
1389736800,1.36798,1.36813,1.35816,1.3606,NaN
1389823200,1.36059,1.36493,1.35834,1.36194,NaN
1389909600,1.36198,1.36211,1.35176,1.35275,NaN
1390165200,1.35381,1.35681,1.35075,1.35515,NaN
1390255200,1.35525,1.35689,1.35168,1.3561,NaN
1390341600,1.35612,1.35835,1.35349,1.35481,NaN
1390428000,1.35478,1.36984,1.35307,1.36966,NaN
1390514400,1.36959,1.37392,1.36629,1.36763,NaN
1390770000,1.36781,1.37165,1.36534,1.36735,NaN
1390860000,1.36734,1.36883,1.36293,1.36711,NaN
1390946400,1.36713,1.36849,1.36034,1.36617,NaN
1391032800,1.36618,1.36658,1.35439,1.35546,NaN
1391119200,1.35544,1.35734,1.34794,1.34866,NaN
1391374800,1.34834,1.35353,1.34775,1.35244,NaN
1391464800,1.35248,1.35386,1.34936,1.3518,NaN
1391551200,1.35183,1.35553,1.3499,1.35333,NaN
1391637600,1.35327,1.36187,1.34832,1.35898,NaN
1391724000,1.35901,1.36433,1.35523,1.36388,NaN
1391979600,1.36113,1.36513,1.36096,1.36458,NaN
1392069600,1.36452,1.36829,1.36299,1.36388,NaN
1392156000,1.36382,1.36531,1.35626,1.35941,NaN
1392242400,1.35936,1.36915,1.35846,1.36806,NaN
1392328800,1.36809,1.37148,1.36739,1.36985,NaN
1392584400,1.37085,1.3724,1.36924,1.37064,NaN
1392674400,1.37063,1.37696,1.3695,1.37589,NaN
1392760800,1.37588,1.37733,1.37247,1.37332,NaN
1392847200,1.37338,1.37628,1.36863,1.37188,NaN
1392933600,1.37189,1.37583,1.37023,1.37378,NaN
1393189200,1.37339,1.37711,1.37086,1.37348,NaN
1393279200,1.37344,1.3767,1.37158,1.37451,NaN
1393365600,1.3745,1.37573,1.36621,1.36863,NaN
1393452000,1.36856,1.37264,1.36435,1.37097,NaN
1393538400,1.37092,1.38245,1.36947,1.38036,NaN
1393794000,1.37655,1.37925,1.37268,1.37351,NaN
1393884000,1.37351,1.37819,1.37213,1.37429,NaN
1393970400,1.3743,1.37482,1.37078,1.37331,NaN
1394056800,1.37332,1.38724,1.37218,1.38614,NaN
1394143200,1.38616,1.39151,1.38525,1.38723,NaN
1394398800,1.38754,1.38975,1.38619,1.38782,NaN
1394488800,1.38779,1.3879,1.38341,1.38586,NaN
1394575200,1.38584,1.39143,1.38437,1.39028,NaN
1394661600,1.3902,1.39666,1.3846,1.38722,NaN
1394748000,1.38717,1.39374,1.38474,1.3914,NaN
1395003600,1.39092,1.39475,1.3879,1.39208,NaN
1395093600,1.39209,1.39432,1.38797,1.39337,NaN
1395180000,1.39335,1.39339,1.381,1.38169,NaN
1395266400,1.38174,1.38447,1.37496,1.37796,NaN
1395352800,1.37798,1.38106,1.3766,1.37946,NaN
1395608400,1.37982,1.38758,1.37609,1.38381,NaN
1395698400,1.3838,1.38468,1.37495,1.38259,NaN
1395784800,1.38252,1.38276,1.37769,1.37851,NaN
1395871200,1.37848,1.37968,1.3729,1.37417,NaN
1395957600,1.37419,1.37729,1.37051,1.37514,NaN
1396209600,1.37656,1.38091,1.3722,1.37691,NaN
1396299600,1.37694,1.38153,1.37688,1.37935,NaN
1396386000,1.37931,1.38205,1.37536,1.37669,NaN
1396472400,1.37671,1.38072,1.36986,1.37205,NaN
1396558800,1.37203,1.37312,1.36732,1.37036,NaN
1396814400,1.36971,1.37484,1.36963,1.3742,NaN
1396904400,1.37426,1.38113,1.37377,1.37973,NaN
1396990800,1.37979,1.38617,1.37799,1.3855,NaN
1397077200,1.38542,1.3899,1.38364,1.38859,NaN
1397163600,1.38856,1.39053,1.38638,1.38831,NaN
1397419200,1.38385,1.38629,1.38085,1.38203,NaN
1397509200,1.38213,1.38332,1.37908,1.38142,NaN
1397595600,1.38135,1.38506,1.38041,1.3815,NaN
1397682000,1.38148,1.38643,1.38118,1.38143,NaN
1397768400,1.38144,1.38189,1.38089,1.38163,NaN
1398024000,1.38104,1.38303,1.37877,1.37931,NaN
1398114000,1.37941,1.38246,1.3785,1.3805,NaN
1398200400,1.38054,1.38546,1.38002,1.38172,NaN
1398286800,1.38171,1.38432,1.37918,1.38317,NaN
1398373200,1.38317,1.3848,1.38273,1.3835,NaN
1398628800,1.38397,1.38794,1.38151,1.38508,NaN
1398718800,1.3851,1.3879,1.38059,1.38122,NaN
1398805200,1.38127,1.38768,1.37753,1.38669,NaN
1398891600,1.38663,1.38891,1.38619,1.38689,NaN
1398978000,1.38691,1.38813,1.38125,1.38719,NaN
1399233600,1.38817,1.38869,1.38643,1.38758,NaN
1399323600,1.38757,1.39513,1.38726,1.39272,NaN
1399410000,1.39274,1.39392,1.39103,1.39103,NaN
1399496400,1.39109,1.39932,1.38329,1.38406,NaN
1399582800,1.38402,1.38449,1.37458,1.37551,NaN
1399838400,1.37558,1.37751,1.37498,1.3757,NaN
1399928400,1.3757,1.37715,1.36896,1.37038,NaN
1400014800,1.37039,1.37309,1.36984,1.3715,NaN
1400101200,1.37148,1.37322,1.36487,1.37092,NaN
1400187600,1.37094,1.37266,1.36859,1.36985,NaN
1400443200,1.36928,1.37341,1.36914,1.3709,NaN
1400533200,1.37091,1.37137,1.36783,1.37011,NaN
1400619600,1.37015,1.37232,1.36351,1.36858,NaN
1400706000,1.36865,1.36874,1.36456,1.36555,NaN
1400792400,1.36557,1.36584,1.36161,1.36301,NaN
1401048000,1.36226,1.36544,1.36155,1.36461,NaN
1401138000,1.36462,1.36686,1.3613,1.36342,NaN
1401224400,1.36344,1.3638,1.35883,1.35906,NaN
1401310800,1.35912,1.36258,1.35861,1.36016,NaN
1401397200,1.36017,1.36499,1.35983,1.36315,NaN
1401652800,1.36418,1.36418,1.35883,1.3597,NaN
1401742800,1.35975,1.36477,1.35884,1.3628,NaN
1401829200,1.3628,1.36385,1.3597,1.35991,NaN
1401915600,1.3599,1.36695,1.35034,1.36603,NaN
1402002000,1.36603,1.36768,1.36213,1.3644,NaN
1402257600,1.36433,1.36684,1.3583,1.35934,NaN
1402347600,1.35935,1.36017,1.35339,1.35483,NaN
1402434000,1.35478,1.35569,1.35218,1.3532,NaN
1402520400,1.35319,1.35718,1.35126,1.35525,NaN
1402606800,1.3553,1.35789,1.35214,1.35391,NaN
1402862400,1.35354,1.35791,1.35135,1.35734,NaN
1402952400,1.35735,1.35875,1.35366,1.35473,NaN
1403038800,1.35473,1.35989,1.35416,1.35952,NaN
1403125200,1.35953,1.36433,1.35846,1.36076,NaN
1403211600,1.36082,1.36336,1.35645,1.35972,NaN
1403467200,1.35882,1.36134,1.35744,1.36039,NaN
1403557200,1.36048,1.36277,1.35838,1.36055,NaN
1403643600,1.36055,1.36511,1.36007,1.36295,NaN
1403730000,1.36288,1.36413,1.35757,1.36111,NaN
1403816400,1.36111,1.36492,1.36092,1.36473,NaN
1404072000,1.3647,1.36974,1.36406,1.36926,NaN
1404162000,1.36925,1.37007,1.36758,1.36796,NaN
1404248400,1.36796,1.36824,1.36409,1.3659,NaN
1404334800,1.36593,1.36642,1.35965,1.36106,NaN
1404421200,1.36108,1.36116,1.35859,1.35939,NaN
1404676800,1.35935,1.36094,1.35761,1.36043,NaN
1404766800,1.36045,1.36172,1.35885,1.36119,NaN
1404853200,1.36122,1.3648,1.36025,1.36419,NaN
1404939600,1.36414,1.36505,1.35894,1.36085,NaN
1405026000,1.36086,1.36246,1.35921,1.36082,NaN
1405281600,1.35989,1.36401,1.35978,1.36194,NaN
1405371600,1.36191,1.36282,1.35622,1.35676,NaN
1405458000,1.35672,1.35719,1.35211,1.35247,NaN
1405544400,1.35248,1.35404,1.35168,1.35266,NaN
1405630800,1.35268,1.35359,1.34914,1.35245,NaN
1405886400,1.35279,1.35494,1.35133,1.35242,NaN
1405976400,1.35239,1.35299,1.34592,1.34656,NaN
1406062800,1.34654,1.34744,1.34548,1.34628,NaN
1406149200,1.34631,1.34851,1.3438,1.34641,NaN
1406235600,1.34643,1.34755,1.34218,1.34314,NaN
1406491200,1.34325,1.34437,1.34268,1.34392,NaN
1406581200,1.34396,1.34443,1.34045,1.34086,NaN
1406667600,1.34083,1.34153,1.33672,1.33972,NaN
1406754000,1.33974,1.34004,1.33719,1.33901,NaN
1406840400,1.33905,1.34447,1.33787,1.3422,NaN
1407096000,1.34269,1.34338,1.34098,1.34223,NaN
1407186000,1.34222,1.34251,1.33585,1.33759,NaN
1407272400,1.33759,1.33867,1.33335,1.33822,NaN
